status_id,status_message,status_published
457376154351363_720767141345595,Well done if you guessed ‘white’. Did you also know M&S Car Insurance protects your personal possessions and M&S shopping while they are on board? (T&Cs apply) http://bit.ly/1rkX3Ut. Arranged & administered by BISL Limited using a panel of insurers.,2014-10-11 06:00:00
457376154351363_720503671371942,I have new current account...had my debit card last week....went into local Hsbc to pay money in..... can't say they were that ok to see me....told me I had to have a  deposit book with my account number printed on it.....they took it but wot happens next time..?....I haven't received such book.....do I have to request one and will I have to pay for this.....also I paid a cheque in.....which I knew would take time to clear. ..but the cash I deposited didn't go into account until 2 days later.... which I suppose is no hardship....just thought it would clear that day..?...any help on deposit book..?,2014-10-10 17:20:20
457376154351363_1542889135943664,The next big thing in wine? Lesser-known grapes ,2014-10-10 12:44:17
457376154351363_720198314735811,"AVOID at all costs they will rip you off!!!

I sort out insurance for most of my family and friends and even worked in the industry briefly. My mum paid for protected NCB, when the documents came through, it was not on there called them and they said no problem, we just need some documents and then we will put it back on. Documents sent, heard no more, renewal due there was a small claim this year, bonus reduced, called them, conveniently they said that they haven't received it. With my mum being of a certain age shes photocopies everything she sends to all the companies deal with. M & S not interested. They wont reimburse the NCB or the money that was paid to protect the bonus. 

Letter is now going off to the financial ombudsmen",2014-10-10 07:40:06
457376154351363_720172994738343,Do you know the UK’s most popular car colour?,2014-10-10 06:39:48
457376154351363_719751198113856,"Meet the winner of our recent ‘new season wardrobe’ competition, Shelley Skipton. 

Shelley loves her new outfit and will be wearing it for her husband’s birthday meal this weekend. We think you look amazing Shelley – enjoy! :)",2014-10-09 13:00:02
457376154351363_718952901527019,"In the last couple of days, I reviewed my pet insurance with you for two cats.  I noted that my premiums had increased by almost 50% in the two years since I first took out the policy.  The cats are a 5 year old male and 6 years old female, both moggies and both indoor cats.  There have been no claims.

I called to query this, and was given a very poor reason... cats getting older.  I asked if the premium could be reviewed as was advised that as I was outside the renewal date, no movement was available.  I was told that a discount could have been given if I had contacted during the renewal period... something which by the way is not indicated anywhere in the renewal documents.

Quite frankly I'm amazed particularly from a brand like M&S.  Obtaining a quote online today shows a much cheaper offer but I guess this is 'new customer only' territory.

I am hoping a post of social media will get a more favourable response.  Otherwise in 24 hours I will be cancelling my policy and moving my business elsewhere.  That would be loss of £388 in revenue to you but given your profits of over £500m in the last fiscal, this may not be deemed important enough.  I would hope so.",2014-10-08 11:55:06
457376154351363_718895551532754,Well done if you knew ‘chlorophyll’. Did you also know M&S Premier Home Insurance covers your plants? Underwritten by AXA Insurance UK plc. http://bit.ly/1qhneLP,2014-10-08 10:30:03
457376154351363_718877651534544,Just saved £145 on my car insurance by switching to M&S Bank! Wahoooo!,2014-10-08 10:01:17
457376154351363_718295664926076,The leaves are on the turn – do you know the answer to our autumn teaser?,2014-10-07 09:45:00
457376154351363_718224244933218,"Hi I am currently with Royal Bank Of Scotland and have been for over ten years. However, their service does not match yours. I have a £100 overdraft which charches around £6.89 fees per month. I notice your bank offers £100 as a buffer amount with no fees unless you go over this amount. I saw your offer on Money Saving Expert for free £125 M&S vouchers and £500 overdraft.  I decided to change banks to yours, however my application was rejected. Is there anything you could do about this? Thanks, David",2014-10-07 06:53:35
457376154351363_718202998268676,"Why oh why doesn't 'M&S Bank' work on improving internet access to their web site....Why does take so long (any time of day/evening) to load up.  It is frustrating and at times impossible.  It is the worst web site to access, and has nothing to do with my computer.  I have tried using both Explorer and Firefox..",2014-10-07 06:11:33
457376154351363_718194631602846,Thank you so much M&S Bank for the gift card that arrived this morning with a very wet postman! I'm going to head to Cribbs Causeway for some retail therapy tomorrow! Absolutely fantastic prize and it arrived amazingly quickly. Thank you again :),2014-10-07 05:48:29
457376154351363_718193654936277,"Over the next few weeks we’re going to share smart new ways of thinking – along with some tips and tricks, and a few helpful things you may not know about our services.",2014-10-07 05:44:59
457376154351363_716963391725970,"Come along to our Cheshire Oaks branch today to meet Janet and her team. We'll treat the first 10 customers who mention this post to a hot drink in the M&S Café! (Subject to availability, first come first served, M&S Bank staff decision final)",2014-10-05 05:15:00
457376154351363_715139598575016,"Reasons why we love our Facebook fans #105: You’re so well-travelled.

https://www.facebook.com/MandSBank/photos/pb.457376154351363.-2207520000.1410948862./683319851756991/?type=3&theater
",2014-10-04 14:30:01
457376154351363_716455228443453,"I took out car insurance with M&S in July, l sent in my proof of no claims as requested but you didn't receive it, you subsequently wrote to me a couple of times informing me that my insurance would be cancelled unless it was sent in, the majority of mail I receive is junk so rightly or wrongly I never bother opening it, I went through my post this morning and discovered that I've been driving with no insurance for 2 months. What really hacks me off is why you didn't bother telephoning or emailing me to let me know my insurance was about to be cancelled, I do not have to explain to you the trouble I could have in had I had an accident.  this is not the service I expect from M&S",2014-10-04 10:51:01
457376154351363_715903868498589,Thank you M&S Bank for the gift card. Can't wait to go shopping this weekend :),2014-10-03 11:28:35
457376154351363_715874605168182,"Switch your everyday banking to the M&S Current Account using the Current Account Switch service and you’ll receive a £100 M&S gift card. Let us know below how you’d spend £100 adding finishing touches to your home and we’ll turn it into a £250 M&S gift card for one lucky Facebook fan - good luck! Find out more here: http://bit.ly/1lc7Kpm

T&Cs apply: http://on.fb.me/1tHI0re",2014-10-03 10:30:00
457376154351363_715816011840708,We have your pet insurance and had to downgrade it last year as you were asking for a annual fee of £2000 plus for us to pay 20% so we now have the standard cover. We now regret that decision as our poor dog is having a few issues. Are we able to go back to the premier policy,2014-10-03 08:22:27
457376154351363_715139281908381,"Reasons why we love our Facebook fans #104: You’re good with money (bit like us, really). 

https://www.facebook.com/MandSBank/photos/pb.457376154351363.-2207520000.1410948987./584813478274296/?type=3&theater",2014-10-03 06:00:00
457376154351363_715139125241730,"Reasons why we love our Facebook fans #103: The way you’re so thoughtful. 

https://www.facebook.com/MandSBank/photos/a.509477582474553.1073741829.457376154351363/547742795314698/?type=1&theater",2014-10-02 14:00:01
457376154351363_715311961891113,"Hi I opened a credit card with you as there was an offer on moneysavingexpert.com where when you opened a credit card and spend in September then you got emailed a £30 wine voucher. I haven't received this and was wondering why?
Kirsty Wade",2014-10-02 10:50:05
457376154351363_715145675241075,"WHY is it SO hard to contact M&S Bank?  The Contact Us link on your web pages DOES NOT WORK and simply sits for hours going nowhere.  Ring your 0845 900 0900 number and, regardless of the options, all I get is my balance spelt out in detail at 10p a minute - AND THIS IS OF NO INTEREST TO ME!  Why can I not just query a transaction easily?  WHY must it cost me a fortune to do so?????",2014-10-02 03:50:32
457376154351363_714657931956516,"Reasons why we love our Facebook fans #102: All your adorable pets. https://www.facebook.com/MandSBank/photos/pb.457376154351363.-2207520000.1410948882./632384933517150/?type=3&theater
",2014-10-01 13:00:00
457376154351363_714615995294043,"Hi,

I signed up for a M&S Credit Card a few weeks ago through Money Saving Expert to take advantage of the £30 wine/ drinks voucher offer. I used my card to pay for something online yesterday, can you confirm that I will receive the £30 voucher please?

Thanks.",2014-10-01 03:29:48
457376154351363_714367968652179,Hi...I made a purchase with my m&s credit card and shortly afterwards paid the amount off in full. The item was faulty and returned and my credit card was refunded. How do I now then take this refund amount back from my credit card to put back in my bank account?,2014-09-30 14:26:37
457376154351363_714005328688443,Reasons why we love our Facebook fans #101: You’re creative. http://on.fb.me/YL9ja8 ,2014-09-30 05:00:01
457376154351363_713594595396183,It’s our 1 year Facebook birthday this week – and to celebrate we’ll be looking back over some of your best posts. Thank you for making the past 12 months so much fun!,2014-09-29 05:17:47
457376154351363_712695208819455,Very disappointed with my experience today.  Had an online transaction declined due to it being a 'large' amount - around £550. Was informed that no-one was available to resolve the issue and I should expect a phone call on Monday. Not helpful that I will now have to spend a week without furniture.  Feeling very let down and undervalued as a customer.,2014-09-27 08:58:03
457376154351363_712616488827327,Customers are having great fun using our M&S Bank pager system at our Glasgow Argyle branch. They get to do their shopping whilst waiting for their appointments. We love being a bank in an M&S store!,2014-09-27 05:30:00
457376154351363_712563995499243,Can you tell me the differences between the no cost account and the fee paying account please?,2014-09-27 03:53:19
457376154351363_712258088863167,"Switch your everyday banking to the M&S Current Account with M&S Bank, using the Current Account Switch Service and you’ll receive a £100 M&S gift card. Leave a comment letting us know how you’d spend £100 in the autumn menswear range and we’ll turn it into a £250 M&S gift card for one lucky Facebook fan - good luck!

Find out more here: http://bit.ly/1lc7Kpm
T&Cs apply: http://on.fb.me/1tHI0re",2014-09-26 10:30:01
457376154351363_712247475530895,Today we've been taking part in a charity 'bake-off' for Macmillan Cancer Support - World's Biggest Coffee Morning. Here are some of the amazing winning cakes! Have you taken part in a bake off today? Let us know how you got on :),2014-09-26 09:57:05
457376154351363_712081405547502,"Our M&S Premium Current Account (monthly fee applies) is two years old today! Pop into one of our branches when you’re in store (we’re open fashionably late) and find out more.
http://bit.ly/1odq5td",2014-09-26 03:59:07
457376154351363_712065675549075,"Hello, I have been trying to log on to the credit card online banking for the last few days and it says the outlet is temporarily disabled, do you know when this will be back up and running?
thanks",2014-09-26 03:12:35
457376154351363_711844422237867,"Had a fab time spending my £250 M&S voucher at the London Colney store on Sunday :D  I got 3 cardigans, 3 tops, 5 pairs of socks, 2 bras, my fav perfume and some kitchen scales. Phew. 
Because I signed up for the M&S Bank credit card while I was there, I got 20% off everything! So, I still have some pennies to spend on my next visit. Result. Thanks M&S Bank x",2014-09-25 13:02:33
457376154351363_711235952298714,"Just over a year ago the Current Account Switch Service was launched and since then, with the help of our dedicated Customer Services team, we’ve helped thousands of people like you switch effortlessly to one of our M&S current accounts. One thing’s for sure – finding a current account that fits you perfectly is something that will never go out of fashion!  Find out more: http://bank.marksandspencer.com/banking/current-accounts/overview/",2014-09-24 11:45:05
457376154351363_711212642301045,"Frank Mathews M&S Bank

17 September at 23:13 · 
.

I WOULD LIKE TO KNOW IF YOU TALK ABOUT YOUR INSURANCE ON HERE AND WHY THERE IS A MASSIVE INCREASE IN MY HOME INSURANCE IN CHESHIRE WHEN WE HAD NO CLAIMS EVER ETC GONE FROM £560 TO £730, ARE WE CLASSED AS LOYAL IDIOTS ? ON AUTO RENEW, THIS IS TERRIBLE AND YOU ARE NOT LOOKING AFTER YOUR CURRENT CUSTOMERS 

LikeLike ·  · Share

Frank Mathews

Write a comment...

.
Frank Mathews Ok still NOT happy with M&S Home insurance, I have spoken with them and they tell me my house is in a flood zone and therefore my premium has gone up, they can't quote with another company because they won't insure us, our house/cottage is 200 years old and has NEVER flooded, we have never had a claim of ANY description, I have also sent a ENVIRONMENT AGENCY Flood map of my house to M&S showing we are on a very LOW RISK area to be ever flooded from River or Sea , so what's the reason ? I have not heard back since I have sent proof we are a low/no risk of Flood ??

Like · Reply · 3 hrs

..M&S Bank 

Sorry to hear of your frustration Frank. I'll make sure to pass your comments to our Home Insurance team. ^MB

Like · 3 hrs

..

Frank Mathews 

Spoke to them a very nice lady called Lucy, however after 57 minutes of a recorded conversation I find that it is based on post code not your property ?????, this I understand if it is an area known for burglary so your contents premium is high because everyone is a high risk, but their researchers who have probably never been to my area let alone my house to know the risk of flood is low, so that now means we are tarred with the same brush as those living in the very low (above sea level) area of our post code and next to the main river, that I presume even means upstairs flats lol, now AXA are one of the companies (ours in this case) which underwrite for M&S, as a good and loyal customer of M&S not just for our home buildings and contents insurance but also Motor insurance, and shop almost exclusively there for just about everything, I now feel let down by them, I am angry that we have paid far more in the past than others have quoted because we trust the M&S name to provide a good and trustworthy product, what right have you (AXA) Got to say OUR HOUSE is at risk of flood when it has never flooded in 200 years and The Environment agency also have OUR HOUSE in a low/no risk area, the response to that was we don't use Environment Agency information just post codes  this hasn't finished 

and I notice your previous comments were removed :(

Like · Just now",2014-09-24 10:40:56
457376154351363_711003272321982,"Thank you so much M&S Bank for my £250 voucher prize, im so pleased ... i cant wait to go spoil the kids  thanks again Nicci x",2014-09-24 04:30:53
457376154351363_710760502346259,M&S bank. I love you. We switched using your switching service. Staff were amazing. Whole experience been excellent so far. Thoroughly recommend you,2014-09-23 14:06:27
457376154351363_710650352357274,"I must say that the service provided by M&S Insurance has to be the worst service I have ever recieved. I am sure that the Social Media department within M&S will be all over this and get it deleted as soon as it is posted, but I will continue to post this daily until my issue is rectified. 

I insure my car through my parents address as I move around the country alot for work. I havent been at my parents house for a number of weeks and have not picked up any post. I have just been told that my insurance policy has been cancelled, and had been for 3 weeks ago because when I set up my policy, M&S failed to set up the direct debit from my bank account. At NO POINT did anybody call me to tell me, and at NO POINT did anybody call me to say my policy was being cancelled, and at NO POINT did anyone call to say that I was driving uninsured. They did however, get straight on the phone when they wanted me to pay an outstanding balance! 

Surely you have a duty of care to every motorist in the UK to make sure that if one of your policies is being cancelled, you get in touch on the numerous numbers I have provided, or one of the 2 email addresses I provided to let me know that my policy was being cancelled? Through no fault of my own, I will now be charged more for any future insurance because M&S only pick up the phone to rectify an issue when they want to take a payment!!

If I would have crashed my car and injured myself or others, I would have been prosecuted for being an uninsured driver, even though I was completely unaware that I was! 

I would also like to point out that when I called your customer services department to sort out this issue, I was faced by a lady who spent 15 minutes hiding behind company policy, and wouldnt even offer any kind of solution. Why do your staff have no power to help a customer, and instead just hide behind M&S' procedures. 

This is by far the worst service I have ever received from any company I have dealt with, and still, nobody will take it upon themselves to take payment and reinstate the policy. I have offered to 3 seperate departments to pay the outstanding balance and speak to the bank to ensure the direct debit gets set up properly, but still nobody is able to arrange this.

Terrible terrible service, and it is no wonder that M&S posted a £60m loss on operating profit last year. I for one would not be sad to see the back of this ""British Institution"" who are obviously thinking solely about profits and not giving a secnd thought to their customers.",2014-09-23 09:32:51
457376154351363_710083769080599,Congratulations to Shelley Skipton – winner of our ‘Capsule Wardrobe’ competition. Your new outfit is on its way to you. Enjoy!,2014-09-22 09:30:00
457376154351363_710005372421772,"Hi, i have just recieved my M&S credit card but am wondering where my £125 gift voucher for switching my account is? I applied via The Money Saving expert link.

Can someone please let me know.

Thanks.",2014-09-22 06:09:15
457376154351363_709027542519555,You helped us to create the perfect new season wardrobe! What do you think of the full outfit? All of those who commented this week are in the draw but you can also enter by simply 'liking’ this post... Winner will be announced on Monday!,2014-09-20 04:30:00
457376154351363_708827579206218,"a new outfit for my hen night, glam myself up.",2014-09-19 15:33:03
457376154351363_708796259209350,"Truly fed up! Received a voucher for 50% off M&S Travel Insurance after I purchased Travel Money at M&S! Went through the quote online - and the discount didn't apply - Ran through the details again, the same quote as before. Lodged a complaint on 23/08/14, however I heard NOTHING from M&S Travel until today - only after a nice lady (Ann) from M&S Bank put me through to them. No resolution to my complaint within 24 hours, and no acknowledgement of my complaint in nearly a month - Thats a Breach of FCA complaints regulation. Final spoke with someone, who tried telling me the price I paid had already had 50% deducted! I'm sorry but over a hundred quid for basic Travel insurance is quite frankly a RIP OFF! From a company that places such a high emphasis on customer service...you've really missed the mark, and have breached FCA complaints procedure. I'll never buy another M&S financial product - Shocking Service, appalling price.",2014-09-19 13:47:23
457376154351363_708719755883667,"Switch your everyday banking to the M&S Current Account with M&S Bank, using the Current Account Switch Service and you’ll receive a £100 M&S gift card.  Tell us below how you’d spend £100 in the stunning new season womanswear range and we’ll turn it into a £250 M&S gift card for one lucky Facebook fan - good luck!
Find out more here: http://bit.ly/1lc7Kpm
T&Cs apply: http://on.fb.me/1tHI0re",2014-09-19 10:30:01
457376154351363_708542785901364,A!!,2014-09-19 05:12:39
457376154351363_708500339238942,"A classic cream coat will work with anything, but which would be your go-to this season? Tell us whether you’d choose A or B to keep the chill out for a chance to win one of them for yourself.
T&Cs: http://on.fb.me/1BFFxT5",2014-09-19 03:30:01
457376154351363_708037539285222,I like the option A,2014-09-18 05:14:48
457376154351363_708013525954290,"Which new season style would help you put your best fashion foot forward this autumn – the cool Chelsea boot or classic court shoe? Let us know your favourite – A or B – to be in with a chance of winning one of the styles at the end of the week. 
T&Cs: http://on.fb.me/1BFFxT5",2014-09-18 03:30:00
457376154351363_707856609303315,"I WOULD LIKE TO KNOW IF YOU TALK ABOUT YOUR INSURANCE ON HERE AND WHY THERE IS A MASSIVE INCREASE IN MY HOME INSURANCE IN CHESHIRE WHEN WE HAD NO CLAIMS EVER ETC GONE FROM £560 TO £730, ARE WE CLASSED AS LOYAL IDIOTS ? ON AUTO RENEW, THIS IS TERRIBLE AND YOU ARE NOT LOOKING AFTER YOUR CURRENT CUSTOMERS :(",2014-09-17 17:13:06
457376154351363_707549906000652,"We love both of these timeless black numbers, but which handbag would you be proud to have on your arm this autumn? Tell us your favourite by commenting A or B for the chance to win it.
T&Cs: http://on.fb.me/1BFFxT5",2014-09-17 03:30:00
457376154351363_707161652706144,A,2014-09-16 06:41:10
457376154351363_707131909375785,B,2014-09-16 04:55:26
457376154351363_707113262710983,"Another chance for you to help us create the perfect autumn outfit. Both of these necklaces really make a statement, but which go best with the dress you chose yesterday? Choose either A or B and be in with a chance of winning the final look.
T&Cs: http://on.fb.me/1BFFxT5",2014-09-16 03:30:00
457376154351363_706723169416659,"Hmm… decisions, decisions. Both of these dresses would look great matched with boots and a snuggly cardigan. But which one would you rather spend your M&S reward points on? Choose either A or B and be in with a chance of winning the final look. 
T&Cs: http://on.fb.me/1BFFxT5",2014-09-15 07:41:07
457376154351363_706696006086042,Could you tell me if the interest rate for getting a personal loan is different if you are a member of staff?,2014-09-15 06:25:55
457376154351363_706685676087075,"There’s a nip in the air that says autumn is fast approaching. Why not welcome the return of conkers, crunchy leaves and cosy fires by spending your M&S reward points on a wardrobe full of the season’s biggest trends? And what may those be, you ask? You tell us! 
Help us create the perfect new season wardrobe and you could be in with a chance of winning the whole outfit. The winner will be chosen at random from everyone who comments to help us pick the most popular combination. Let fashion week commence!
T&Cs: http://on.fb.me/1BFFxT5",2014-09-15 05:46:48
457376154351363_706166742805635,the style council,2014-09-14 04:37:54
457376154351363_705705299518446,"Come along to our Marble Arch branch today to meet Beth and her team. We'll treat the first 10 customers who mention this post to a hot drink in the M&S Café! (Subject to availability, first come first served, M&S Bank staff decision final)",2014-09-13 05:00:00
457376154351363_705363479552628,"The M&S Current Account, from M&S Bank, is a simple, straightforward everyday account with great service and no monthly fee. What’s more, customers switching their everyday banking to us using the Current Account Switch Service will receive a £100 M&S gift card. Tell us how you’d spend £100 in M&S and we’ll turn it into a £250 M&S gift card for one lucky Facebook fan - good luck!
Find out more here: http://bit.ly/1lc7Kpm
T&Cs apply: http://on.fb.me/1tHI0re",2014-09-12 10:48:56
457376154351363_704808746274768,"Here’s a warm autumn pudding, bursting with fruit (try plums, apples, pears and blackberries). And you can always blend and freeze any left-over fruit – for a great sauce whenever you need it…
http://www.bbcgoodfood.com/recipes/12844/baked-fruity-autumn-pudding",2014-09-11 06:30:00
457376154351363_704350676320575,"Autumn is great for butternut squash and for a filling soup. Blend squash leftovers with carrot and potato, or go with garlic, chillies and bacon for a spicy twist.",2014-09-10 06:00:00
457376154351363_704019899686986,"It’s the perfect time to cook up a tasty autumn dish, like a warming brioche bread and butter pudding. And most meals are simple to freeze – just let them cool, and freeze on the same day. http://www.marksandspencer.com/s/food-and-wine/desserts/bread-and-butter-pudding",2014-09-09 13:45:00
457376154351363_703439426411700,Share some gently warming autumn recipes with us this week as we let you know about new season favourites at M&S food (lots of good things to spend your reward points on!).  We’ve also got some helpful ways to cut down on food waste.,2014-09-08 10:30:01
457376154351363_702889653133344,"Second-hand savings are great for students – they should get to know the local charity shop and vintage scene to find great clothes for a snip. For cheap course books, encourage them to try their university intranet.",2014-09-07 10:30:01
457376154351363_702435639845412,Learning your way round a supermarket – and getting a few speciality recipes under your belt – are part of the joys of university life. Encourage your undergraduates to get savvy with shopping and food by trying food & grocery comparison websites to keep on top of prices. Our student article has more tips: http://bit.ly/1o6KKuJ,2014-09-06 10:30:04
457376154351363_702335106522132,One or two inconsistencies in standard of service but still much better than Natwest & Nationwide!-Ken Baldwin.,2014-09-06 05:50:09
457376154351363_702322059856770,You're invited! Come along to our Handforth Dean branch today to enjoy some fizz & chocolates with Bethan and her team.,2014-09-06 05:00:00
457376154351363_702015939887382,"Help your students to stretch that budget further with discount and voucher websites, there are even student specific sites they can explore! For more tips & useful links, try our article: http://bit.ly/1o6KKuJ",2014-09-05 14:00:01
457376154351363_701579073264402,"Hi - I am trying to pay my Credit card on the internet as I have been doing for years however there is an error message saying that the portal is temporariliy disabled. This has been down since yesterday morning.

I then have tried ringing you on the number supplied on the 'contact by phone' page but it just keeps ringing and ringing.

Please contact me asap so that I can give you my payment details over the phone.

Regards, Marcus",2014-09-05 06:21:04
457376154351363_701272823295027,"Going to university is all about growing independence – but they’ll still want to call home.  Save on staying in touch by using things like voice over IP services, such as Skype.  Get more tips on planning for university life with our article:  http://bank.marksandspencer.com/explore/articles/helping-your-child-plan-for-university-life/ar0019/",2014-09-04 13:30:01
457376154351363_700559840032992,Funding university studies means saving money wherever you can. Our premier home insurance policy also covers family members away studying – so there’s no need for separate cover. Underwritten by AXA Insurance UK plc. You can find out more here: http://bank.marksandspencer.com/insurance/home-insurance/overview/,2014-09-03 04:30:01
457376154351363_700217160067260,"College life costs £735 each month on average, according to 'Save the Student!' in their 2014 survey. Try this budget calculator to help students stretch their finances a little further: http://www.thisismoney.co.uk/money/studentfinance/article-1633418/Student-budget-calculator-spend-fund-it.html",2014-09-02 12:00:00
457376154351363_699668586788784,Heading off to university for the first time is a huge step. Do you know anyone about to leave home for their studies? What advice would you give them?,2014-09-01 09:38:55
457376154351363_699013050187671,Banks should be there when you need them! So our branches are open when our stores are – fashionably late. Catch us on Sundays and bank holidays too. (*Excluding Easter Sunday),2014-08-31 05:30:00
457376154351363_698491170239859,"Our Culverhouse Cross branch in Cardiff has been open 2 years today! Have you met Monica & her team yet? Open the same hours as M&S stores, they'll be there till 10pm tonight. Come in and say hello!",2014-08-30 04:00:01
457376154351363_698122870276689,"Bank while you shop this weekend. We’re open whenever M&S stores are open, so you can always pop in while doing your shopping. We call it New Fashioned Banking.",2014-08-29 10:00:01
457376154351363_697992200289756,Planning on visiting your M&S Bank branch today? Why not stop by the M&S café while you're there – it’s all under one roof! Banking was never this relaxing.,2014-08-29 03:00:00
457376154351363_697080993714210,"Banking deserves that personal touch. That’s why we're always here for you – in M&S stores during opening hours, and 24/7 on the phone or on Twitter: https://twitter.com/mandsbankhelp. ",2014-08-27 11:00:00
457376154351363_696876193734690,"Absolutely disgusting service from M&S Insurance. We have a car insurance policy with you which was paid in full and received a letter today informing us that the policy has been cancelled. No reason was given for this and no information on refunding the full amount that we paid for a year's insurance in May 2014. When I called to speak to an advisor she was completely unhelpful, told me she had no information except that there was a claim outstanding and that we would have to call the underwriters to find out any information and that we would not be refunded or have insurance until this was resolved. We have never made a claim on this policy. The underwriter is now not open for us to resolve this and we cannot use our car as we are uninsured and cannot afford a new insurance policy as M&S still have the ~£500 we paid them. Absolutely ridiculous, steer clear of M&S insurance at all costs!",2014-08-26 15:17:46
457376154351363_696792153743094,"I just received an email for M&S Bank card holders re car insurance. However every time I click the link on the purple 'Get a quote' button I get the following message! Cant see anyone to contact so thought I'd try this!

 Link Error

Unfortunately the link you have used is not valid.

Please contact the web site that provided this link.",2014-08-26 11:14:51
457376154351363_696626460426330,"Try our branch locator to find your nearest M&S Bank or Bureau de Change: http://bit.ly/1A0crhc. We're open 7 days a week, so you can do your banking when it suits you.",2014-08-26 05:00:01
457376154351363_696434710445505,"Hi!  I am so frustrated! It seems to be every Sunday evening, and this evening too, I get this message when trying to see my transactions on my account - 'We’re sorry, but this service is not available at the moment. If you have a query about your account, please call us on 0845 900 0900 and one of our Customer Service Advisors will help you' can you tell me why this is please? Thanks x",2014-08-25 17:01:20
457376154351363_696120927143550,Is your bank open today? We are! Just like M&S stores we’re open fashionably late and weekends too. Enjoy your 'bank' holiday whatever you're doing!,2014-08-25 04:30:00
457376154351363_694793737276269,"Every year the streets of West London come alive, with the sounds and smells of Notting Hill Carnival. Here’s a jerk mango chicken recipe to get you in the mood:
http://www.marksandspencer.com/s/food-and-wine/main-courses/jerk-chicken",2014-08-24 07:00:01
457376154351363_695632737192369,time for a nice cuppa,2014-08-24 05:39:36
457376154351363_695107093911600,"Our Manchester branch has been open 2 years today! Have you met Lianne & the team yet? Open the same hours as M&S stores, they'll be there till 7pm tonight. Come in and say hello!",2014-08-23 04:30:00
457376154351363_694682563954053,"Congratulations to Phil Holland – lucky winner of our £2,000 travel money prize! Here’s to a memorable holiday in Portugal with your family :-) Enjoy!",2014-08-22 10:00:00
457376154351363_694609110628065,When are marks and spencer going to start providing a reliable internet banking service?? 5 out of 6 times it fails and I dont know where I am! I really wish I hadn't changed from Santander.,2014-08-22 03:03:15
457376154351363_694195397336103,Once-in-a-lifetime trips can be amazing… but putting a spin on those iconic journeys can be even more satisfying. Have you ever headed off the beaten track? Tell us your memorable experiences below!,2014-08-21 06:00:00
457376154351363_693839350705041,Our experts have been combing Europe for their hidden gems. You’ve heard the travel writers’ picks (read more here: http://bit.ly/1pzLdWi) – now we’d love to hear your continental discoveries! What foodie treats and restaurants have you unearthed on your rambles?,2014-08-20 13:00:01
457376154351363_693295980759378,We've shared some of our favourite corners of the UK – now we want to hear about yours! Do you have a best beach – or amazing view you’ve discovered? Share your love of the UK below! bit.ly/1qynAUJ,2014-08-19 11:30:01
457376154351363_692910340797942,Would like to know why i keep getting phone calls from you when i dont even bank with you 2 to 3 times a day ????????????????????????????????,2014-08-18 12:51:19
457376154351363_692791387476504,"Thank you to those who took part in our competition! We'll be selecting the winner today for the £2,000 travel money prize, keep those fingers crossed... We hope you got some inspiration for your next holiday - let us know if you visit any of our suggestions!",2014-08-18 09:00:01
457376154351363_691324780956498,"It’s your last chance to get tailored recommendations for your perfect break and win £2,000 travel money to spend – by using our app: http://on.fb.me/1rYpEn4. 

The competition finishes tonight... Good luck! 

T&Cs apply: on.fb.me/1l9Rg2H.",2014-08-17 12:00:01
457376154351363_691820807573562,Hi - I need to receive proof of no claims discount - however I can't find this online or an email address to contact. Many thanks,2014-08-16 06:37:31
457376154351363_691793514242958,We'd like to say a big WELL DONE to 3 of our M&S Bank employees who ran the London Pride 10k last Saturday for Diversity Role Models! :),2014-08-16 05:00:01
457376154351363_691297717625871,"Still seeking holiday inspiration? It’s your last chance to get tailored recommendations for your perfect break and win £2,000 travel money to spend – by using our app: http://on.fb.me/1rYpEn4. 
The competition finishes on Sunday night... Good luck! 

T&Cs apply: on.fb.me/1l9Rg2H.",2014-08-15 10:30:01
457376154351363_691210424301267,"Not impressed. I insured my car with you guys last year. Renewal time comes round and my premium doubles so of course I shop around and find it cheaper. i have now rung twice to cancel the policy and yet you keep sending me letters telling me I have not contacted you - YES I HAVE!!!!!

This morning I get a letter to tell me my policy has not been renewed - yes I know I rang you to tell you I was not renewing - and that I am now no longer covered. Well actually yes I am. I have taken out an insurance policy with Churchill. 

I don't object to the letters per se, but I do object to the snotty tone and the fact you are telling me that I have not contacted you when I have - TWICE!!!!",2014-08-15 05:40:24
457376154351363_690865047669138,"Shop the Big Apple for uptown glamour, or experience the future today in Tokyo’s teeming metropolis – the choice is yours! If you’re planning a once-in-a-lifetime holiday, check out our expert suggestions for iconic holiday swaps: http://bit.ly/XI87ED",2014-08-14 12:00:36
457376154351363_690212737734369,"A continent in one country, this land of sunshine, surf and sandstone landscapes is also home to some of the world’s most endearing marsupials. Can you tell us where it is?",2014-08-13 06:00:01
457376154351363_689990697756573,I wish max was rich,2014-08-12 17:09:16
457376154351363_689740094448300,Claude conquered Europe’s toughest hike with his brother – it brought them closer and helped him put life in perspective. See how travel changes lives in our latest article.: http://bit.ly/1tRX6ha,2014-08-12 14:00:01
457376154351363_689262244496085,"Good vibrations, Caribbean style. But can you follow our image to find the island?",2014-08-11 13:00:00
